company_name,ticker,naics,gvkey
AMERISERV FINANCIAL INC/PA,ASRV,522110,17269
NV5 GLOBAL INC,NVEE,541330,17277
SPROTT FOCUS TRUST INC,FUND,525990,17280
CRIMSON WINE GROUP LTD,CWGL,312130,17285
SIBANYE-STILLWATER LIMITED,SBGL,212221,17287
PENNYMAC FINANCIAL SERVICES,PFSI,522292,17306
NUVEEN INTERMED DUR QUAL MUN,NIQ,525990,17330
DRAGON JADE INTL LTD,DGJI,424820,17334
VANECK VECTORS BDC INCM ETF,BIZD,525910,17336
VANECK VECTORS HI INCM INFRS,YMLI,525910,17338
FIRST TRUST PFD SECS & INCM,FPE,525910,17339
ARTESIAN RESOURCES  -CL A,ARTNA,221310,17341
SKKYNET CLOUD SYSTEMS INC,SKKY,519130,17349
TETRAPHASE PHARMACEUTICALS,TTPH,325414,17350
INVESCO S&P SMCP LOW VOL ETF,XSLV,525910,17360
INVESCO S&P MIDCAP LOW VOLAT,XMLV,525910,17362
AMERICAN NATL BANKSHARES,AMNB,522110,17367
AMERICAN NATL BANKSHARES,AMNB,522110,17367
MARIN SOFTWARE INC,MRIN,519130,17376
AMERICAN HOTEL INCM PROP LP,AHOTF,531120,17380
BANYAN GOLD CORP,BYAGF,21222,17384
SPECTRA7 MICROSYSTEMS INC,SPVNF,334413,17386
ALPHA NETWORK ALLIANCE VNTRS,ANAV,519130,17392
BLACKROCK MULTI-SECT INCM TR,BIT,525990,17402
NAVIGATOR HOLDINGS LTD,NVGS,483111,17408
APOLLO TACTICAL INCOME FUND,AIF,525990,17411
ATLAS COPCO AB,ATLCY,333912,17420
PINGTAN MARINE ENTERPRISE,PME,311710,17422
FIRST TR TACTICAL HI YLD ETF,HYLS,525910,17423
BASF SE,BASFY,325,17436
BRIDGE BANCORP INC,BDGE,522110,17438
BRIDGE BANCORP INC,BDGE,522110,17438
PROSHARES GLBL LISTD PRIV EQ,PEX,525910,17439
KELT EXPLORATION LTD,KELTF,2111,17449
INDEPENDENT BK GRP INC,IBTX,522110,17451
INDEPENDENT BK GRP INC,IBTX,522110,17451
DANONE SA,DANOY,311,17452
KNOT OFFSHORE PRTNRS LP,KNOP,483,17454
DARIOHEALTH CORP,DRIO,325413,17485
GLOBAL X SUPERDIVIDEND U S,DIV,525910,17489
CELL MEDX CORP,CMXC,334510,17491
MAMAMANCINI'S HOLDINGS INC,MMMB,311941,17494
CHIMERIX INC,CMRX,325414,17498
TRUETT-HURST INC,THST,312130,17501
GATEKEEPER SYSTEMS INC,GKPRF,334511,17515
CNB FINANCIAL CORP/PA,CCNE,522110,17534
CNB FINANCIAL CORP/PA,CCNE,522110,17534
MODEL N INC,MODN,511210,17553
ADVISORSHARES NEWFLEET MULTI,MINC,525910,17554
BROOKFIELD PROPERTY PRTRS LP,BPY,531120,17556
BROOKFIELD PROPERTY PRTRS LP,BPY,531120,17556
ARATANA THERAPEUTICS,PETX,325414,17567
AUSTRALIAN REIT INCOME FUND,HRR.UN,525990,17582
BLOOM US INCOME & GROWTH FD,BUA.UN,525990,17584
FRANKLIN FINL NETWORK INC,FSB,522110,17586
FRANKLIN FINL NETWORK INC,FSB,522110,17586
GLOBAL DIVIDEND GROWERS INCM,GDG.UN,525910,17589
RELIANT BANCORP INC,RBNC,522110,17594
RELIANT BANCORP INC,RBNC,522110,17594
PETRO RIVER OIL CORP,PTRC,211120,17597
BMO MID PROVINCIAL BOND IDX,ZMP.,525910,17614
BMO LOW VOLATILITY US EQUITY,ZLU.,525910,17615
BURNHAM HOLDINGS INC,BURCA,332313,17616
BMO US DIVIDEND ETF,ZDY.,525910,17617
BMO LONG PROVINCIAL BOND IDX,ZPL.,525910,17618
BMO MID-TM US IG CORP HEDGED,ZMU.,525910,17619
BMO US DIV HEDGED TO CAD ETF,ZUD.,525910,17620
BMO MID-TERM US IG CORP BOND,ZIC.,525910,17621
ARMADA HOFFLER PROPERTIES,AHH,531120,17626
ROYAL RD MINERALS,RRDMF,212221,17634
AMERICAN HOMES 4 RENT,AMH,531110,17639
BANK SOUTH CAROLINA CORP,BKSC,522110,17641
BANK SOUTH CAROLINA CORP,BKSC,522110,17641
REZOLUTE INC,RZLT,325414,17651
ADMA BIOLOGICS INC,ADMA,325414,17653
TGR FINANCIAL INC,TGRF,522110,17658
TGR FINANCIAL INC,TGRF,522110,17658
CCFNB BANCORP INC,CCFN,522110,17659
CCFNB BANCORP INC,CCFN,522110,17659
ISHARES S&P GLOBAL IND (CAD),IXLDF,525910,17660
ISHARES S&P GBL CONSUM (CAD),IXLCF,525910,17661
GLOBAL X MSCI NIGERIA ETF,NGE,525910,17662
PIVOT TECHNOLOGY SOLUTIONS,PVVTF,5415,17665
SPDR BLACKSTONE/GSO SR LOAN,SRLN,525910,17672
HEMISPHERE MEDIA GROUP INC,HMTV,515120,17687
TABLEAU SOFTWARE INC,DATA,511210,17695
TRISTATE CAPITAL HLDGS INC,TSC,522110,17696
TRISTATE CAPITAL HLDGS INC,TSC,522110,17696
DIREXION DLY BRAZIL BULL 3X,BRZU,525910,17702
DIREXION DLY S KOREA BULL 3X,KORU,525910,17704
ORCA GOLD INC,CANWF,212221,17708
CODORUS VALLEY BANCORP,CVLY,522110,17715
CODORUS VALLEY BANCORP,CVLY,522110,17715
AXIM BIOTECHNOLOGIES INC,AXIM,325414,17716
INOVALIS REAL ESTATE INVT TR,IVREF,531120,17720
CONNECTONE BANCORP INC,CNOB,522110,17724
CONNECTONE BANCORP INC,CNOB,522110,17724
EKSO BIONICS HOLDINGS INC,EKSO,334510,17727
NEBRASKA BOOK HLDGS INC,NEEB,453310,17746
ISHARES MSCI EAFE IMI INDEX,XEF.,525910,17748
ISHARES CORE MSCI EMRG MKTS,XEC.,525910,17749
ISHARES CORE S&P 500 IDX ETF,XUS.,525910,17750
AUDIOEYE INC,AEYE,519130,17754
FLEXSHARES INT QUAL DIV IDX,IQDF,525910,17759
FLEXSHARES INT QUAL DIV DEF,IQDE,525910,17760
FLEXSHARES INT QUAL DIV DYN,IQDY,525910,17768
HANNON ARMSTRONG SUST INFR,HASI,531120,17769
ISHARES EDGE MSCI USA MMNTM,MTUM,525910,17777
ISHARES EDGE MSCI USA SIZE,SIZE,525910,17778
ISHARES EDGE MSCI USA VALUE,VLUE,525910,17779
ISHARES IBDS MAR 2020 TRM CP,IBCD,525910,17790
ISHARES IBDS MAR 2023 TRM CP,IBCE,525910,17791
COMMERCIAL NATL FINL CP/PA,CNAF,522110,17795
COMMERCIAL NATL FINL CP/PA,CNAF,522110,17795
LIGHTINTHEBOX HLDG  -ADR,LITB,454110,17807
EPIZYME INC,EPZM,325414,17808
CHANNELADVISOR CORP,ECOM,519130,17811
HD SUPPLY HOLDINGS INC,HDS,42,17812
GREENBANK CAPITAL INC,GRNBF,523999,17821
NEXGEN ENERGY LTD,NXE,212291,17826
DAIMLER AG,DDAIF,336111,17828
BNY MELLON MUN BD INFRASTRUC,DMB,525990,17839
DOUBLELINE INCOME SOLTNS FD,DSL,525990,17840
WPT INDUSTRIAL REIT,WPTIF,531120,17853
ELLINGTON RESIDENTIAL MTG,EARN,525990,17866
ELLINGTON RESIDENTIAL MTG,EARN,525990,17866
FISSION URANIUM CORP,FCUUF,212291,17867
MELCOR REAL ESTATE INVT TR,MR.UN,531120,17873
T-MOBILE US INC,TMUS,517312,17874
NICOLET BANKSHARES INC,NCBS,522110,17875
NICOLET BANKSHARES INC,NCBS,522110,17875
CHEMUNG FINANCIAL CORP,CHMG,522110,17877
CHEMUNG FINANCIAL CORP,CHMG,522110,17877
NEW RESIDENTIAL INV CP,NRZ,525990,17878
FIRST TRUST SR LN FD ETF IV,FTSL,525910,17886
IKONICS CORP,IKNX,325613,17890
HARVEST CAPITAL CREDIT CORP,HCAP,523999,17896
QIWI PLC,QIWI,518210,17897
ORYX PETROLEUM CORP LTD,ORXPF,2111,17898
SEVEN GENERATIONS ENERGY LTD,SVRGF,2111,17899
HEAT BIOLOGICS INC,HTBX,325414,17910
IMINE CORP,JRVS,334118,17917
AMERICAN ENERGY GROUP LTD,AEGG,2111,17922
IQVIA HOLDINGS INC,IQV,54171,17928
PORTOLA PHARMACEUTICALS INC,PTLA,325414,17931
PHILLIPS 66 PARTNERS LP,PSXP,486110,17933
SPROUTS FARMERS MARKET,SFM,445110,17934
GOLD FIELDS LTD,GFI,212221,17947
PROSHARES HI YLD-INT RATE HG,HYHG,525990,17952
FRANK'S INTL NV,FI,213112,17956
ALY ENERGY SERVICES INC,ALYE,532412,17962
STRATABOUND MINERALS CORP,AGSM,212221,17964
FRST TR VAL LINE DIV IND ETF,FUD.,,17966
FIRST TR ALPHADEX EM MKT DIV,FDE.,,17969
ELMIRA SVGS BANK ELMIRA/NY,ESBK,522120,17987
ELMIRA SVGS BANK ELMIRA/NY,ESBK,522120,17987
CONSTELLIUM SE,CSTM,331315,17997
BLUEBIRD BIO INC,BLUE,325414,17998
CENTURY COMMUNITIES INC,CCS,236117,18004
ENB FINANCIAL CORP,ENBP,522110,18008
ENB FINANCIAL CORP,ENBP,522110,18008
NANOSTRING TECHNOLOGIES INC,NSTG,325413,18009
ENCORE ENERGY CORP,ENCUF,212221,18017
WISDOMTREE US QLTY DIV GRWTH,DGRW,525910,18018
BRAZIL MINERALS INC,BMIX,212399,18019
DREAM UNLIMITED CORP,DRUNF,237210,18033
DREAM UNLIMITED CORP,DRUNF,237210,18033
EXCHANGE BK SANTA ROSA CALIF,EXSR,522110,18035
EXCHANGE BK SANTA ROSA CALIF,EXSR,522110,18035
COMMSCOPE HOLDING CO INC,COMM,334220,18036
CITIZENS & NORTHERN CORP,CZNC,522110,18037
CITIZENS & NORTHERN CORP,CZNC,522110,18037
FIRST TRUST INT DUR PFD INCM,FPF,525990,18038
FLAHERTY & CRUMRINE DYNM PFD,DFP,525990,18039
REPUBLIC FIRST BANCORP INC,FRBK,522110,18040
REPUBLIC FIRST BANCORP INC,FRBK,522110,18040
NEWS CORP,NWSA,511110,18043
IVY HI INCM OPPORTUNITIES FD,IVH,525990,18046
NOODLES & CO,NDLS,722513,18047
F N B CORP/FL,FNB,522110,18049
F N B CORP/FL,FNB,522110,18049
LUXOFT HOLDING INC,LXFT,541519,18050
TELARIA INC,TLRA,519130,18066
SPDR BLMBRG BRCLYS 1-10 TIPS,TIPX,525910,18067
SPDR S&P GLOBAL DIVIDEND ETF,WDIV,525910,18068
PASCAL BIOSCIENCES INC,BIMUF,325414,18070
REXFORD INDUS REALTY,REXR,531120,18071
CHERRY HILL MTG INVST,CHMI,525990,18073
CHERRY HILL MTG INVST,CHMI,525990,18073
AZUL SA,AZUL,481111,18075
PWRCOR INC,PWCO,541330,18082
MALLINCKRODT PLC,MNK,325412,18086
FARMERS & MERCHANTS BANK/CA,FMBL,522110,18094
FARMERS & MERCHANTS BANK/CA,FMBL,522110,18094
XTRACKERS MUN INFRA REV BOND,RVNU,525910,18096
ALPS BARRON'S 400 ETF,BFOR,525910,18097
FINJAN HOLDINGS INC,FNJN,511210,18108
JONES ENERGY INC,JONEQ,211120,18109
VANGUARD TOTAL INTERNATIONAL,BNDX,525910,18111
VANGUARD EM MKTS GOVT BD ETF,VWOB,525910,18112
TECOGEN INC,TGEN,335312,18114
ARCH THERAPEUTICS INC,ARTH,325414,18121
CI FIRST AST DEX 1-5 LDR GOV,BXF.,525910,18143
BAT GROUP INC,GLG,522298,18144
PHYSICIANS REALTY TR,DOC,531120,18145
AGIOS PHARMACEUTICALS,AGIO,325414,18159
CONATUS PHARMACEUTICALS INC,CNAT,325414,18161
ESPERION THERAPEUTICS INC,ESPR,325414,18162
NEW HOME CO INC,NWHM,236117,18171
ONCONOVA THERAPEUTICS INC,ONTX,325414,18172
EVOKE PHARMA INC,EVOK,325412,18173
ANTIBE THERAPEUTICS INC,ATBPF,325412,18180
FIDELITY D & D BANCORP INC,FDBC,522110,18182
FIDELITY D & D BANCORP INC,FDBC,522110,18182
NATIONAL GENERAL HOLDINGS CP,NGHC,524126,18184
NATIONAL GENERAL HOLDINGS CP,NGHC,524126,18184
INVESCO GLOBAL ST HY BD ETF,PGHY,525910,18185
ISHARES MSCI COLOMBIA ETF,ICOL,525910,18186
FIRST NATIONAL BANK ALASKA,FBAK,522110,18195
FIRST NATIONAL BANK ALASKA,FBAK,522110,18195
ANI PHARMACEUTICALS INC,ANIP,325412,18204
GUGGENHEIM CREDIT ALLOCATION,GGM,525910,18210
DIREXION DAILY JAPAN BULL 3X,JPNL,525910,18220
VANECK VECTORS ISRAEL ETF,ISRA,525910,18229
URTHECAST CORP,LFDEF,519130,18230
ALKALINE WATER COMPANY INC,WTER,312112,18231
SAEXPLORATION HOLDINGS INC,SAEX,541360,18235
UNITED CANNABIS CORP,CNAB,325412,18237
FIRST COMMONWLTH FINL CP/PA,FCF,522110,18241
FIRST COMMONWLTH FINL CP/PA,FCF,522110,18241
EATON VANCE FLTG-RT INCM PL,EFF,525990,18243
PRINCIPAL REAL EST INCME FD,PGZ,525990,18245
ALPS INTL SECTOR DIV DOGS,IDOG,525910,18252
ECLIPSE RES MTG INVESTMENT,ERM.,525990,18253
WISDOMTREE JPN HDGD SMCAP EQ,DXJS,525910,18257
OWENS REALTY MORTGAGE INC,ORM,525990,18261
OWENS REALTY MORTGAGE INC,ORM,525990,18261
FVCBANKCORP INC,FVCB,522110,18264
FVCBANKCORP INC,FVCB,522110,18264
MARRONE BIO INNOVTIONS,MBII,3253,18270
CASHMERE VALLEY BANK,CSHX,522110,18275
CASHMERE VALLEY BANK,CSHX,522110,18275
FIRST FINANCIAL CORP/IN,THFF,522110,18276
FIRST FINANCIAL CORP/IN,THFF,522110,18276
ARDMORE SHIPPING CORP,ASC,483111,18289
DOCUMENT SECURITY SYS INC,DSS,541512,18290
CONTROL4 CORP,CTRL,334519,18291
CLEARWAY ENERGY INC,CWEN,2211,18293
CHOICE PRP REAL ESTATE INV,PPRQF,5311,18296
FIRST KEYSTONE CORP,FKYS,522110,18301
FIRST KEYSTONE CORP,FKYS,522110,18301
SPDR PORTFOLIO SMALL CAP ETF,SPSM,525910,18304
SANTANDER CONSUMER USA HLDGS,SC,522291,18306
FIRST LONG ISLAND CORP,FLIC,522110,18307
FIRST LONG ISLAND CORP,FLIC,522110,18307
ISHARES IBONDS MAR 2020 TRM,IBDC,525910,18309
ISHARES IBONDS MAR 2023 TRM,IBDD,525910,18310
US FOODS HOLDING CORP,USFD,4244,18312
INFORMATION SERVICES CORP,IRMTF,541191,18314
INTREXON CORP,XON,325414,18315
FOX FACTORY HOLDING CP,FOXF,336991,18320
CINER RESOURCES LP,CINR,212391,18321
OAKTREE STRATEGIC INCOME CP,OCSI,523910,18323
FIRST BUSEY CORP,BUSE,522110,18329
FIRST BUSEY CORP,BUSE,522110,18329
EAST AFRICA METALS INC,EFRMF,212,18330
PIONEER FINANCIAL SVCS /MO,0172A,522291,18335
IOU FINL INC,IOUFF,522298,18342
EQUINOX GOLD CORP,EQX,212221,18351
INVESCO BULLETSHARS 2021 ETF,BSCL,525910,18357
FIRST UNITED CORP,FUNC,522110,18358
FIRST UNITED CORP,FUNC,522110,18358
INVESCO BULTSHRS 2022 CP ETF,BSCM,525910,18359
BROOKFIELD GLBL INFRASTR SEC,BGI.UN,525990,18370
ISHARES EDGE MSCI USA QLTY,QUAL,525910,18373
BRIXMOR PROPERTY GROUP INC,BRX,531120,18383
FRANKLIN FINANCIAL SVCS CORP,FRAF,522110,18385
FRANKLIN FINANCIAL SVCS CORP,FRAF,522110,18385
CANNABIS SATIVA INC,CBDS,325620,18387
INPUT CAPITAL CORP,INPCF,523999,18388
CAROLINA FINANCIAL CORP,CARO,522110,18392
CAROLINA FINANCIAL CORP,CARO,522110,18392
EASTSIDE DISTILLING INC,EAST,312140,18398
KRANESHARES CICC CHN LDS 100,KFYP,525910,18399
WISDOMTREE US SMCAP QTY DIV,DGRS,525910,18418
LIPOCINE INC,LPCN,325412,18424
KKR INCOME OPPORTUNITIES FD,KIO,525990,18428
FIVE PRIME THERAPEUTICS INC,FPRX,325414,18430
ALERUS FINANCIAL CORP,ALRS,522110,18434
ALERUS FINANCIAL CORP,ALRS,522110,18434
THIRD POINT REINSURANCE LTD,TPRE,524130,18441
THIRD POINT REINSURANCE LTD,TPRE,524130,18441
ANTERO RESOURCES CORP,AR,2111,18465
SUBARU CORP,FUJHY,336111,18466
FUJITSU LTD,FJTSY,541512,18467
PLAINS GP HOLDINGS LP,PAGP,424710,18468
WISDOMTREE EMG MKTS QLTY DIV,DGRE,525910,18475
KRANESHARES CSI CHINA INTNET,KWEB,525910,18476
JASON INDUSTRIES INC,JASN,336360,18479
FIRST TR MRNGSTAR MGD FUTURE,FMF,525910,18486
FIREEYE INC,FEYE,541512,18487
NXT-ID INC,NXTD,541512,18490
GENERATION NXT FRNCHS BRANDS,VEND,454210,18492
INDEPENDENCE REALTY TRUST,IRT,531110,18494
INDEPENDENCE REALTY TRUST,IRT,531110,18494
MURPHY USA INC,MUSA,447110,18498
GLOBAL X MLP & ENERGY INFRAS,MLPX,525910,18500
IDEAL POWER INC,IPWR,335999,18509
ACCELERON PHARMA INC,XLRN,325414,18510
TRANSALTA RENEWABLES INC,TRSWF,22111,18513
VANGUARD US TTL MKT IDX ETF,VUN.,525910,18522
VANGUARD US DIV APP IDX ETF,VGH.,525910,18523
VANGUARD US DIV APPREC IDX,VGG.,525910,18525
VANGUARD FTSE DEV ALLCP EXUS,VDU.,525910,18527
VANGUARD FTSE CAN ALL CP IDX,VCN.,525910,18528
HORIZON BANCORP INC,HBNC,522110,18533
HORIZON BANCORP INC,HBNC,522110,18533
SCHWAB FNDMTL US BRD MKT IDX,FNDB,525910,18540
SCHWAB FUNDMNTL US LG CO IDX,FNDX,525910,18541
SCHWAB FUNDMNTL US SM CO IDX,FNDA,525910,18542
SCHWAB FNDMNTL INT LG CO IDX,FNDF,525910,18543
SCHWAB FNDMNTL INT SM CO IDX,FNDC,525910,18544
SCHWAB FNDMNTL E M LG CO IDX,FNDE,525910,18547
CLEARONE INC,CLRO,334220,18549
CHEGG INC,CHGG,519130,18556
BENEFITFOCUS INC,BNFT,519130,18561
FATE THERAPEUTICS INC,FATE,325414,18562
APPLIED OPTOELECTRONICS INC,AAOI,334413,18564
IVERIC BIO INC,ISEE,325414,18572
QTS REALTY TRUST INC,QTS,531120,18573
RE/MAX HOLDINGS INC,RMAX,531210,18578
RE/MAX HOLDINGS INC,RMAX,531210,18578
GOODFELLOW INC,GFELF,423310,18582
TRANSITION METALS CORP,TNTMF,212,18587
CI FIRST ASSET U.S. & CAN LI,FLI.,525910,18602
FIRST TR S&P INTL DIV ARIS,FID,525910,18603
GENERAL CANNABIS CORP,CANN,561612,18616
VERSABANK,VRRKF,522110,18619
FIRST TR SR LOAN ETF CAD HGD,FSL.,525910,18620
PREMIER INC,PINC,424210,18624
GLOBANT SA,GLOB,519130,18626
LGI HOMES INC,LGIH,236117,18629
RINGCENTRAL INC,RNG,519130,18630
LIFELOGGER TECHNOLOGIES CORP,LOGG,519130,18632
DIAGEO PLC,DEO,312140,18636
NEUROTROPE INC,NTRP,325414,18638
PURPOSE CORE DIVIDEND FUND,PDF.,525910,18642
PURPOSE TACTICAL HDGD EQUITY,PHE.,525910,18645
PURPOSE TOTAL RETURN BOND FD,,525910,18647
PURPOSE DVRSIFIED REAL ASSET,PRA.,525910,18656
MACROGENICS INC,MGNX,325414,18658
EP ENERGY CORP,EPEG,211120,18660
TRANSENTERIX INC,TRXC,339112,18666
PURPOSE MONTHLY INCOME FUND,PIN.,525910,18671
CORSA COAL CORP,CRSXF,212111,18672
BURLINGTON STORES INC,BURL,4481,18675
PATTERN ENERGY GROUP INC,PEGI,221115,18677
SCIENCE APPLICATIONS INTL CP,SAIC,541512,18683
AURORA SPINE CORP,AROSF,339112,18684
AMERICANN INC,ACAN,541618,18685
VEEVA SYSTEMS INC,VEEV,519130,18689
CB FINANCIAL SERVICES INC,CBFV,522110,18695
CB FINANCIAL SERVICES INC,CBFV,522110,18695
PTC INC,PTC,511210,18699
CT REAL ESTATE INVESTMENT TR,CTRRF,5311,18700
KEWEENAW LAND ASSN LTD,KEWL,321,18724
KIRIN HOLDINGS CO LTD,KNBWY,312120,18729
HORIZONS S&P/TSX CPD ENERGY,HXE.,525910,18731
LAKELAND FINANCIAL CORP,LKFN,522110,18732
LAKELAND FINANCIAL CORP,LKFN,522110,18732
HORIZONS S&P/TSX CPD FINLS,HXF.,525910,18733
SPHERIX INC,SPEX,533110,18738
ESSENT GROUP LTD,ESNT,524126,18745
VOXELJET AG,VJET,333244,18748
AERIE PHARMACEUTICALS INC,AERI,325414,18749
CRITEO SA,CRTO,541810,18750
ISHARES SHORT MAT BOND ETF,NEAR,525910,18763
WALKER INNOVATION INC,WLKR,533110,18765
THL CREDIT SENIOR LOAN FUND,TSLF,525990,18767
SENIOR SECURED FLTNG RATE LN,FRL.UN,525990,18776
INVS BTSHS 2019 HGH YD CO BD,BSJJ,525910,18777
INVESCO BULLETSHARS 2020 ETF,BSJK,525910,18778
CAPITALA FINANCE CORP,CPTA,523910,18779
DECISIVE DIVIDEND CORP,DE.,523999,18783
PLEDGE PETROLEUM CORP,PROP,333132,18786
WISDOMTREE EMG MKT CON GRWTH,EMCG,525910,18789
CENTER COAST MLP & INFRAS FD,CEN,525990,18790
GAMING & LEISURE PPTYS,GLPI,531120,18792
ROYCE GLOBAL VALUE TRUST INC,RGT,525990,18817
XTRACKERS MSCI UK HGD EQ ETF,DBUK,525910,18818
XTRACKERS MSCI EU HGD EQ ETF,DBEU,525910,18819
XTRACKERS INTERNATINL RE ETF,HAUZ,525910,18821
INVESCO S&P ULTRA DIV RV ETF,RDIV,525910,18829
POTBELLY CORP,PBPB,722513,18839
CONTAINER STORE GROUP,TCS,442299,18842
SHARING ECONOMY INTL INC,SEII,333249,18844
HORIZONS ACT FLOAT RATE PFD,HFP.,525910,18846
EMPIRE STATE REALTY OP LP,ESBA,531120,18850
DIREXION DLY JR GOLD MNRS BU,JNUG,525910,18861
DIREXION DLY JR GOLD MNRS BE,JDST,525910,18862
WIX.COM LTD,WIX,519130,18869
NANOFLEX POWER CORP,OPVS,334413,18870
TWITTER INC,TWTR,519130,18872
COSMOS HOLDINGS INC,COSM,424210,18874
EXP WORLD HOLDINGS INC,EXPI,531210,18875
GLYCOMIMETICS INC,GLYC,325414,18878
CUENTAS INC,CUEN,517311,18885
ALPS RIVERFRONT STRAT INC FD,RIGS,525910,18886
AMNEAL PHARMACEUTICALS INC,AMRX,325412,18888
TAKUNG ART CO LTD,TKAT,519130,18892
BLUE CAP REINSURANCE,BCRH,524130,18894
TANDEM DIABETES CARE INC,TNDM,334510,18899
FLEXSHRS STOXX GLBL BRD INFS,NFRA,,18902
PROSHARES S&P 500 DIV ARISTO,NOBL,525910,18904
SPDR SSGA ULTRA SH TERM BOND,ULST,525910,18907
TREVENA INC,TRVN,325414,18925
DYNAGAS LNG PARTNERS LP,DLNG,483111,18926
KARYOPHARM THERAPEUTICS INC,KPTI,325412,18930
VITAL THERAPIES INC,VTL,325414,18936
XENCOR INC,XNCR,325414,18938
RENAISSANCE IPO ETF,IPO,525910,18939
PURPOSE HGH INTEREST SAVINGS,PSA.,525910,18941
M&F BANCORP INC,MFBP,522110,18946
M&F BANCORP INC,MFBP,522110,18946
VERACYTE INC,VCYT,325413,18947
WISDOMTREE GERMANY HDGD EQTY,DXGE,525990,18951
BROOKFLD DTLA OFFICE TR INV,DTLA.P,531120,18952
ISHARES 0-5 YR INV GRD CP BD,SLQD,525910,18958
ISHARES 0-5 YR HGH YLD CP BD,SHYG,525910,18959
DOMINION GAS HOLDINGS LLC,D3,486210,18965
ROBO GLOBAL ROBOTICS AUTOMN,ROBO,525910,18977
ONE GP HOSPITALITY (THE),STKS,722511,18978
ZYLA LIFE SCIENCES,ZCOR,325412,18982
OXFORD IMMUNOTEC GLOBAL PLC,OXFD,325413,18983
CI FIRST ASSET MRNGSTR US VA,XXM.B,525990,18987
CI FIRST ASSET MRNGSTR US MO,YXM.,525990,18988
FIRST TR GLOBAL TACTICAL CMD,FTGC,,18998
MARCUS & MILLICHAP INC,MMI,531210,19000
FIDELITY MSCI CONSMR DISCR,FDIS,525910,19001
FIDELITY MSCI CONSMR STAPLES,FSTA,525910,19003
FIDELITY MSCI ENERGY ETF,FENY,525910,19004
FIDELITY MSCI FINANCIALS ETF,FNCL,525910,19005
FIDELITY MSCI HEALTH CARE,FHLC,525910,19006
FIDELITY MSCI INDUSTRIALS,FIDU,525910,19007
FIDELITY MSCI INFO TECH ETF,FTEC,525910,19008
FIDELITY MSCI MATERIALS ETF,FMAT,525910,19009
FIDELITY MSCI COMM SRV INDEX,FCOM,525910,19010
FIDELITY MSCI UTILITIES ETF,FUTY,525910,19011
NATIONAL CAPITAL BANK/WA,NACB,522110,19023
NATIONAL CAPITAL BANK/WA,NACB,522110,19023
RECRO PHARMA INC,REPH,325412,19025
58.COM INC  -ADR,WUBA,519130,19026
MOXIAN INC,MOXC,519130,19033
500.COM LTD  -ADR,WBAI,713290,19042
VARONIS SYSTEMS INC,VRNS,511210,19044
ETF SERIES VIDENT INTL EQ FD,VIDI,525910,19052
MBT FINANCIAL CORP,MBTF,522120,19057
MBT FINANCIAL CORP,MBTF,522120,19057
ALPS ALERIAN ENERGY INFRASTR,ENFR,525910,19060
NEFFS BANCORP INC/PA,NEFB,522110,19067
NEFFS BANCORP INC/PA,NEFB,522110,19067
CAMPING WORLD HOLDINGS INC,CWH,441210,19071
MEMEX INC,MENXF,541512,19074
TMAC RESOURCES INC,TMMFF,212221,19079
FRANKLIN LIBERTY SH DUR GOVT,FTSD,525910,19081
PROSHARES INV GR INT RT HDGD,IGHG,525910,19082
BRAEMAR HOTELS & RESORTS INC,BHR,531120,19084
MUNCY BANK FINANCIAL INC,MYBF,522110,19092
MUNCY BANK FINANCIAL INC,MYBF,522110,19092
APT SYSTEMS INC,APTY,511210,19093
N B T BANCORP INC,NBTB,522110,19094
N B T BANCORP INC,NBTB,522110,19094
XTRACKERS HARVEST CSI 300 CH,ASHR,525910,19100
FLEXSHRS GLOBL QUAL REAL EST,GQRE,525910,19102
STONECASTLE FINANCIAL CORP,BANX,523999,19107
NISSAN MOTOR CO LTD,NSANY,336111,19113
BIOCEPT INC,BIOC,325413,19117
NASB FINANCIAL INC,NASB,522120,19124
NASB FINANCIAL INC,NASB,522120,19124
GLOBAL X MSCI NEXT EMR & FRN,EMFM,525910,19125
HALLADOR ENERGY CO,HNRG,212112,19129
OHIO VALLEY BANC CORP,OVBC,522110,19137
OHIO VALLEY BANC CORP,OVBC,522110,19137
SYNERGY CHC CORP,SNYR,325412,19138
KINDRED BIOSCIENCES INC,KIN,325414,19143
ULTRAGENYX PHARMACEUTICAL,RARE,325414,19149
OLD SECOND BANCORP INC/IL,OSBC,522110,19150
OLD SECOND BANCORP INC/IL,OSBC,522110,19150
TELECOM ITALIA SPA,TIIAY,517311,19151
CARA THERAPEUTICS INC,CARA,325414,19154
PENNS WOODS BANCORP INC,PWOD,522110,19159
PENNS WOODS BANCORP INC,PWOD,522110,19159
EXTENDED STAY AMERICA INC,STAY,721110,19163
DEL TACO RESTAURANTS INC,TACO,722513,19168
GLOBAL X FTSE PORTUGAL 20,PGAL,525910,19170
A-MARK PRECIOUS METALS INC,AMRK,423510,19172
VINCE HOLDING CORP,VNCE,315,19175
CYPRESS ENERGY PARTNERS LP,CELP,213112,19184
SEMLER SCIENTIFIC INC,SMLR,334510,19189
GEAR ENERGY LTD,GENGF,2111,19191
CAPRICOR THERAPEUTICS INC,CAPR,325414,19205
NORTHERN TECH INTL,NTIC,325998,19209
BAYLIN TECHNOLOGIES INC,BYLTF,334220,19259
